Kategorija,id,Naslov,Ogledi,Glasovi,Število odgovorov,Ima sprejet odgovor,Avtor,Čas objave
trending,5077561,Newbie seeking structured path to learn Mathematical Logic and Programming — where should I start? [closed],51,2,0,False,Souhardya Das,Jun 22 at 5:58
trending,5076167,In what sense can two-player zero-sum games be “solved” mathematically?,68,0,1,True,F. A. Mala,Jun 17 at 8:54
trending,5077356,What&#39;s the reason for the Pearson Correlation coefficient being bound between -1 and 1? [duplicate],38,0,0,False,Out Bruh,Jun 21 at 12:08
trending,5077972,SOP or POS for Kahan sum,44,0,0,False,avigt,Jun 23 at 17:56
trending,5076581,Classifying group isomorphisms from $\mathbb{R}$ to $\mathbb{R}^{+}$ [duplicate],78,-1,0,False,Barun Roy,Jun 18 at 17:50
trending,5073837,Expectation when a partial range is known,44,2,1,False,Eric_,Jun 8 at 17:57
trending,5074346,A question on gcd of integer polynomials,95,0,3,False,Devestator Viper,Jun 10 at 11:34
trending,5077017,Is $\operatorname{Trdeg}(\operatorname{Frac}A)=\mathrm{Trdeg}_k(A)$ for an integral domain $A$?,62,1,0,False,Gay Lussac,Jun 20 at 7:52
trending,5076384,A question related to work on pulling a hanging cable,58,1,0,False,anonimo,Jun 18 at 3:57
trending,5077501,How does the gcd of integer vectors transform under integer matrices with determinant $k^{n-2}?$ [closed],47,1,1,False,Mohyeedden Sweidan,Jun 21 at 22:06
trending,5076466,Why does the smaller part of the segment when constructed repeatedly from one endpoint of some segment eventually end up inside its smaller part? [closed],60,-1,2,False,EarnestStudent,Jun 18 at 10:23
trending,5070914,What is the asymptotic sum of the prime factors of the first $n$ numbers?,215,8,1,True,Nilotpal Sinha,May 28 at 11:10
trending,5076572,Uncoupling differential equation in cylindrical coordinates,60,0,0,False,blueslimr,Jun 18 at 17:26
trending,5076664,Solving a very simple system of partial differential equations,67,0,0,False,Bob,Jun 19 at 2:30
trending,5075075,"Removing $R^3$ from $R^4$ gives 2 disconnected spaces, right?",107,1,1,False,felex chen,Jun 12 at 22:55
trending,5081835,On Nelson&#39;s Commutator Theorem (Theorem X.36/X.36&#39;) in Reed-Simon II: can we show the theorem without realying on interpolation theory?,68,0,0,False,Ker,Jul 9 at 10:38
trending,5081829,$q$-linear convergence of Preconditioning Gradient Descent,14,0,0,False,Miranda,Jul 9 at 10:10
trending,5074717,Fourier analysis on nonabelian finite groups,151,3,1,True,Sardines,Jun 11 at 16:30
trending,5077074,Finding $\sum_{n=0}^\infty \frac{f(2n+1)}{(2n+1)^2}$,96,1,0,False,Dhanvin,Jun 20 at 11:49
trending,5073574,Given $f(z)$ non constant and analytic then $f$ is injective,129,1,3,True,Biton,Jun 7 at 14:20
trending,5076116,"Coinitiality of $\{f:[0,1]\rightarrow\mathbb{R}: f&gt;0\}$ [closed]",69,-2,1,True,DATO,Jun 17 at 7:18
trending,5074154,"If $A$ is not a scalar matrix, then there are infinitely many matrices similar to $A$: A group-theoretic perspective",135,1,1,False,MathPacer,Jun 9 at 17:50
trending,5074166,What are the axioms of Python programming language? [closed],114,0,1,False,Lauri,Jun 9 at 18:29
trending,5072901,"Does $P(X^2 + Y^2 &gt; Z^2) = \log 2$ where $X,Y,Z$ are the angles of a triangle?",232,6,1,True,Nilotpal Sinha,Jun 5 at 7:32
trending,5078792,On a linear combination of differential equations,73,0,0,False,Tanmoy Pati,Jun 26 at 18:07
trending,5076302,Projective space - lines meeting each other,50,0,1,True,Giorgi,Jun 17 at 19:46
trending,5076603,How to calculate the score needed on a final exam to reach a target course grade?,61,-2,0,False,rao abdullah,Jun 18 at 20:18
trending,5075531,Maximizing the permanent of a $\pm 1$ matrix,86,2,1,True,Noam,Jun 14 at 21:25
trending,5073821,Evaluating $\int_0^1 \mathbf{1}_{B_t=0} dB_t$ and $\int_0^1 \mathbf{1}_{B_t\ge 0} dB_t$,133,6,1,True,Random guy,Jun 8 at 15:22
trending,5077293,Does a real form of a reductive Lie group lie in a real form of $\mathrm{GL}_n(\mathbb{C})$?,41,1,0,False,Charlie,Jun 21 at 5:54
trending,5077279,A Conjecture on the Irreversibility of Prime Unit Fraction Sums [closed],36,1,0,False,Naufal Rakha Putra,Jun 21 at 5:11
trending,5076245,Is the hessian of a smooth planar projective complex cubic again smooth?,45,1,1,False,gent96,Jun 17 at 14:12
trending,5062684,What is the probability that the graph remains connected?,1174,5,3,True,cheesewiz,May 6 at 11:40
trending,5077200,Simpler proof of a special case of Bezout‘s Theorem? [closed],42,3,0,False,John Cena,Jun 20 at 20:19
trending,5076348,"If $f_n$ converges uniformly to a continuous $f$, then the image of a compact set $X$ stays inside any neighborhood $U$ of $f[X]$ for $n$ large. [duplicate]",62,0,0,False,hdecristo,Jun 18 at 0:44
trending,5078192,How to prove that the midpoint Riemann sum converges for continuous functions?,41,0,0,False,user1446642,Jun 24 at 15:25
trending,5077168,A question about the existence of the limit of the product of functions from Spivak&#39;s Calculus,47,0,1,False,MushroomTea,Jun 20 at 17:41
trending,5076200,Version of Noether Normalization,65,1,1,True,Gay Lussac,Jun 17 at 11:16
trending,5070036,Applications of Differentiation on Topological Vector Spaces that are NOT Banach,59,1,0,False,Sam,May 25 at 1:56
trending,5072956,2001 IMO Shortlist C1,249,4,1,False,Protein Rocket,Jun 5 at 12:43
trending,5075654,coloring matrix to make sure no 3 connected block [duplicate],53,0,1,False,Bayesian Hat,Jun 15 at 11:10
trending,5076855,Manifold whose fundamental group is a given group,45,2,0,False,SubGui,Jun 19 at 19:05
trending,5076542,"If s and t are terms, then s isn&#39;t a initial segment of t: Leary and Kristiasen &quot;A Friendly Introduction to Mathematical Logic&quot; [duplicate]",76,-1,1,False,Alexander Kahleul,Jun 18 at 15:52
trending,5076811,Divisibility of consecutive numbers by primes [closed],55,1,0,False,Fat Lolipop,Jun 19 at 15:08
trending,5076032,Evaluation of a Flux Integral,58,1,1,True,L. Tim,Jun 16 at 21:09
trending,5076383,"Does $\sum_{n=1}^{\infty}\frac{1}{n^{f(n)}\left(\sin n\right)}$ converge? ( When $n$ approaches infinity, $f (n)$ also tends towards infinity)",60,0,0,False,Encheng Zhang,Jun 18 at 3:56
trending,5071954,Is thera a 4-valent planar graph without 3-faces?,266,4,1,False,Jake B.,Jun 1 at 19:53
trending,5074593,Question about the exterior power of the standard representation of $\mathfrak{sl}_m$,96,2,2,False,Lorenzo1282,Jun 11 at 7:40
trending,5073496,"Is the affine curve $\{(t^3, t^4, t^5) : t\in k\} \subset \mathbb{A}^3$ a set-theoretic complete intersection?",227,2,1,True,csaltachin,Jun 7 at 8:12
trending,5075361,Prove the orientation of frames in $V$ is independent from the choice of $T$ in Munkres&#39; “Analysis on Manifolds”,76,0,2,True,studyhard,Jun 14 at 6:24
trending,5075234,The restriction of irreducible representations of $E_8$ to $SO(16)$,101,5,0,False,Anatoliy Malyarenko,Jun 13 at 15:44
trending,5066280,Bounding $\sum a_i^3$ given $\sum a_i$ and $\sum a_i^2$,403,10,2,True,Thinh Dinh,May 18 at 12:54
trending,5074790,"For $a_i \ge 0$, $\sum_{i=1}^{n} \frac{1}{1+(n-1) a_i}\le 1$ implies $\prod_{i=1}^n a_i \ge 1$",65,2,2,True,orangeskid,Jun 12 at 0:01
trending,5073290,"Point, continuous and residual spectrum",156,4,1,True,NTc5,Jun 6 at 14:30
trending,5078269,Orbits of a Graph (Exercise 1.2.13 Bondy and Murty),30,0,0,False,Shean,Jun 24 at 19:39
trending,5076159,Show convergence to standard normal distribution (check of proof),93,2,1,True,notimportant,Jun 17 at 8:37
trending,5076199,What is the status of the Palis conjecture?,113,3,0,False,Viktor K.,Jun 17 at 11:14
trending,5075286,"If $F(z)=\iint_K \frac{1}{z-w}\,dw$, prove $F(\mathbb{C})=F(K)$",92,1,1,False,simply lemon,Jun 13 at 20:28
trending,5076915,Is the Riemann Surface of $w=z^2$ a smooth manifold near the origin?,55,1,0,False,horned-sphere,Jun 20 at 0:02
trending,5066100,How many triangles are in given figure.,860,1,3,True,Mathematical science,May 17 at 18:41
trending,5076800,What notion of polarization is used to prove this inequality,44,0,0,False,abc,Jun 19 at 14:37
trending,5074143,Solutions for Diophantine equation $a^2+b^3+c^4=d^5+e^6+f^7$ [closed],170,2,1,False,Aleksandr ,Jun 9 at 16:53
trending,5076033,Weierstrass product for the Alternating Harmonic Numbers,63,3,1,True,Kamal Saleh,Jun 16 at 21:13
trending,5078971,Commuting Fourier multiplier with Dyadic blocks,20,0,0,False,Alucard-o Ming,Jun 27 at 12:49
trending,5075490,Weak convergence of any uniformly bounded sequence of functions in $L^p (\Omega)$ which converges to zero in $L^1$-norm.,64,1,1,False,ACB,Jun 14 at 17:02
trending,5075682,The consistency of $ZFC+V\neq L$ without forcing,123,3,0,False,Wittgenstein,Jun 15 at 13:31
trending,5076393,Injective morphism $f:X \to \mathbb{P}^{2n+1}$ for projective variety $X$ of dimension $n$.,63,0,1,True,Ben123,Jun 18 at 5:01
trending,5075808,"An elementary proof, or otherwise, of a number theory question",87,0,1,True,Shayne Waldron,Jun 16 at 5:32
trending,5075706,Can the Implicit Function Theorem be used to prove that y is a differentiable function of x for solutions to differential equations?,84,-3,0,False,Aaditya Visavadiya,Jun 15 at 16:07
trending,5074396,"Ladyzhenskaya-Nirenberg Type of Inequality in Galdi, Lemma II.3.2",82,3,1,False,Christian Austin,Jun 10 at 15:06
trending,5072725,Proving $\sum^{\infty }_{n=1}\frac{x}{n^a({1+nx^2})}$ is not uniformly convergent if $0&lt;a\leq 1/2$,101,6,2,False,김석훈,Jun 4 at 14:14
trending,5075813,Is there a rigorous foundation of scale analysis?,76,1,0,False,Iq-n-dI,Jun 16 at 5:49
trending,5074186,How can we prove the inequality $x - x^{1-x} + x^{-x^{x-1}} \ge 1$ using Bernoulli&#39;s inequality?,91,3,1,True,user559619,Jun 9 at 20:10
trending,5073502,Delete smallest number of points to make a sequence monotonic,172,3,2,True,jacob,Jun 7 at 8:40
trending,5077949,$A = \{ T &gt; 0 : f(x + T) = f(x) \text{ for all } x \in \mathbb{R} \}$ [duplicate],39,0,0,False,Sean Sirota,Jun 23 at 16:16
trending,5075529,Is this a sound proof? [closed],104,-4,1,True,sgbradford,Jun 14 at 21:16
trending,5075848,"Maximal parabolic subgroup of $SU(p,q)$",83,1,1,False,Damdom,Jun 16 at 8:15
trending,5076501,Jech Well-Founded Relation P-hierarchy,44,0,1,True,Pat Muchmore,Jun 18 at 12:42
trending,5072904,How does one prove that $\Gamma&#39;(s)/\Gamma(s) = \log s - 1/(2 s) + O^*(1/3 \sqrt{2} |s|^2)$? What is the optimal quadratic error term?,178,2,2,True,H A Helfgott,Jun 5 at 7:49
trending,5072435,Infinite pigeonhole principle with restricted differences,180,6,1,False,Clement Yung,Jun 3 at 14:12
trending,5070045,Form the Differential Equation of the family of curves $y=ax^{3}+bx^{2}$,115,2,4,True,Dev,May 25 at 4:02
trending,5070206,Asymptotic Behavior of a Recurrence Sequence,213,6,2,True,P.S. Dester,May 25 at 18:40
trending,5074117,Structure of $S_n^2$,83,2,1,False,Jfischer,Jun 9 at 15:29
trending,5072972,Closed-form expression for the permanent of $1_n 1_n^\top - 2 I_n$,126,4,1,True,Noam,Jun 5 at 13:50
trending,5070989,"When constructing primitive recursive functions, can you modify the parameter?",353,8,2,True,Sambo,May 28 at 17:53
trending,5075510,"numbers 1 to 10 in a sequence in some order, writes down the nine (positive) difference [duplicate]",79,2,1,False,Bayesian Hat,Jun 14 at 18:41
trending,5075770,"If the quotient of a profinite group $G$ by a normal subgroup $H$ is finite cyclic, then the normal subgroup $H$ is closed.",54,0,2,True,JGH,Jun 16 at 0:31
trending,5076079,On an analytic continuation of lacunary series by partial Abel-Plana summation,66,1,0,False,Thinh Dinh,Jun 17 at 3:29
trending,5076045,The set of finite linear combinations with rational coefficients is dense in a separable Hilbert space [duplicate],52,0,1,True,Mathematics,Jun 16 at 22:25
trending,5074830,Confusion regarding Exercise 3.12 of Baldwin&#39;s Fundamentals of Stability Theory,111,4,1,False,John Forcing,Jun 12 at 3:56
trending,5073617,"prove that $S\bigg(\frac{a}{1-a},\frac{b}{1-b},\frac{c}{1-c}\bigg)=\frac{1}{1-(a+b+c)}$",150,4,2,True,Fernando Luis Esquivel,Jun 7 at 17:32
trending,5074168,Why does inverting a circle about its diameter double its area?,187,3,1,False,SRobertJames,Jun 9 at 18:34
trending,5075931,Quasicoherent ideal sheaf defines closed subscheme (confirm triple overlaps),57,0,0,False,IsaacR24,Jun 16 at 15:18
trending,5074965,if u in homogeneous Sobolev space then Fu in L^1?,38,0,0,False,Alucard-o Ming,Jun 12 at 14:53
trending,5076177,How to determine whether a graph can be mapped to a grid?,133,4,0,False,Gridogram,Jun 17 at 9:36
trending,5073712,What spaces have been distinguished with the rings of continuous functions,123,3,1,True,Jackson Smith,Jun 8 at 4:36
trending,5076940,"By shrinking $U$ and $V$, if necessary, we can arrange it so that $H&#39;(x)$ is invertible for every $x\in V$. But I think &quot;always not necessary&quot;. Rudin.",46,1,0,False,tchappy ha,Jun 20 at 2:37
trending,5072632,Necessary Condition for $3^a + 2 \text{ to be divisible by } 3^b + 2$,281,2,1,True,Kr Dpk,Jun 4 at 8:22
trending,5072429,A small question with probability and multiple conditions,95,0,1,False,Dhruva Choudhary,Jun 3 at 13:41
trending,5073158,"What makes the set membership a predicate (or, non-set)?",178,0,2,False,inkd,Jun 6 at 6:00
trending,5070946,Find all solutions to $\sin^7x + 1/\sin^3x = \cos^7x + 1/\cos^3x$,398,4,4,False,SRobertJames,May 28 at 13:54
trending,5071438,Norm-free definition of Fr&#233;chet differentiation between finite-dimensional vector spaces,261,3,3,False,Sugai Ryomei,May 30 at 11:00
trending,8337,Different ways to prove $\sum_{k=1}^\infty \frac{1}{k^2}=\frac{\pi^2}{6}$ (the Basel problem),155187,882,59,True,,
trending,5075791,Use of consistency in proving every consistent theory has a model,72,-1,1,False,Pineapple Fish,Jun 16 at 3:28
trending,5078265,Maximal unramified extension inside a totally ramified local field extension,37,0,0,False,Learner,Jun 24 at 19:32
trending,5076588,Understanding epimorphisms,53,0,0,False,Beginner,Jun 18 at 19:08
trending,5074093,"Norm of the functional $f : B(H) \to \mathbb{C}$ defined by $f(T) = \langle Tx, y \rangle$ for some fixed $x, y \in H$ such that $\|x\| = 1 = \|y\|$.",77,3,2,False,Arnab Patra,Jun 9 at 14:07
trending,5075315,$|u| \ll \log z$ implies that $e^u \sim \frac{1}{\log z}$?,94,0,1,True,Robertmg,Jun 13 at 23:24
trending,5071818,Why consider derived functors defined on the derived category?,232,5,1,True,Frank,Jun 1 at 4:09
trending,5073912,An application of universal property of localization,152,2,2,True,Luca Hao,Jun 9 at 0:57
trending,5075407,Justification of The Addition Rule in Pascal&#39;s Formula,67,0,1,True,Vlad Mikheenko,Jun 14 at 8:11
trending,5076841,Compute group cohomology with $\mathbb Q/\mathbb Z$ coefficients in Magma,38,2,0,False,JKDASF,Jun 19 at 17:47
trending,5076835,Real part of a Matrix and eigenvalues using Gershgorin&#39;s theorems,45,1,0,False,JayK23,Jun 19 at 16:35
trending,5073601,"Two-variable polynomial that is associative, not commutative, and not a projection",110,1,2,True,user76284,Jun 7 at 16:15
trending,5075455,Prove$\left( \frac{A_n}{A_{n-1}} \right)^{N-1}\geq\frac{A_{n-1}}{A_0}+C_N \frac{\sum_{i&lt;j}(x_i-x_j)^2(x_i^{n-2}-x_j^{n-2})(x_i-x_j)}{N^2A_0A_{n-1}}$,95,2,0,False,Bumblebee,Jun 14 at 13:56
trending,5059607,Mathematically precise statement and proof of Maxwell relations?,1321,14,4,True,WillG,Apr 25 at 18:41
trending,5081749,How to compute the fundamental group of the double of a manifold with some codimension 2 manifolds removed from boundary?,15,0,0,False,Y.Wayne,Jul 9 at 2:05
trending,5075446,Using propositional logic to determine roles,67,-1,1,False,Jeremiah Boey,Jun 14 at 13:23
trending,5076178,How to solve a general case linear system modulo 2 [duplicate],56,0,1,False,Aleksejs Fomins,Jun 17 at 9:36
trending,5073961,Prove that $BD=CF$ where we use the incenter of $\triangle ABC$,114,2,3,False,John O&#39;neil,Jun 9 at 5:16
trending,5076020,Markov Chain and proof for criterion for recurrence,63,0,1,False,Jeff ,Jun 16 at 20:35
trending,5071419,Integral inequality with logarithm,272,4,1,True,notimportant,May 30 at 9:58
trending,5071137,"Four circles, tangent lines and right angles",246,4,2,False,Devil Island,May 29 at 9:00
trending,5074355,Is this proof of the limit of $x^2-x$ as $x$ goes to infinity valid? (delta-epsilon proof),149,4,1,True,Tomas R,Jun 10 at 12:35
trending,5076426,"Computing $\operatorname{Frac}(k[T_1, \dots, T_d]/ \mathfrak{p})[T_{d+1}]\otimes_k L$",75,0,0,False,Plantation,Jun 18 at 7:28
trending,5073468,Confusion Regarding Half-Derivatives,82,1,1,False,Matteo Gravinese,Jun 7 at 5:31
trending,5074535,Does this analytic proof of $\displaystyle\frac{-\boldsymbol p\log\boldsymbol p}{H(\boldsymbol p)}\prec\boldsymbol p$ check out?,160,2,1,False,,Jun 11 at 1:13
trending,5078201,Asymptotics of Taylor expansion in first variable,50,1,0,False,Salfalur,Jun 24 at 15:56
trending,5076858,Convergence of a series $\sum\limits_{\alpha \in \Lambda} x_{\alpha}$ of positive real numbers indexed by an uncountable set $\Lambda.$ [duplicate],48,-2,0,False,Akiro Kurosawa,Jun 19 at 19:15
trending,5054295,An alternative proof that the reals are uncountably infinite.,3221,13,7,True,user475550,Apr 8 at 23:20
trending,5072674,$n = 1$ Generalized Poincare Conjecture,94,1,1,True,May,Jun 4 at 10:42
trending,5076655,Blow up of projective space as incidence variety?,42,1,0,False,Calculus101,Jun 19 at 1:32
